0.288	0.426	0.558	0.824
0.286	0.411	0.558	0.999
0.287	0.398	0.560	0.999
0.288	0.422	0.559	0.999
0.288	0.426	0.558	0.999
0.288	0.459	0.559	0.999
0.288	0.469	0.560	0.999
0.288	0.469	0.558	0.999
0.287	0.469	0.558	0.999
0.288	0.457	0.559	0.825
0.288	0.448	0.561	0.825
0.287	0.431	0.560	0.999
0.289	0.398	0.561	0.826
0.288	0.397	0.559	0.826
0.288	0.397	0.561	0.999
0.288	0.398	0.561	0.826
0.290	0.551	0.563	0.826
0.288	0.523	0.562	0.999
0.289	0.472	0.562	0.825
0.289	0.446	0.561	0.999
0.288	0.402	0.561	0.999
0.289	0.466	0.561	0.999
0.287	0.466	0.559	0.783
0.288	0.604	0.560	0.999
0.287	0.607	0.561	0.827
0.288	0.606	0.561	0.828
0.288	0.601	0.559	0.827
0.286	0.601	0.558	0.828
0.288	0.783	0.560	0.999
0.289	0.780	0.562	0.999
0.287	0.709	0.561	0.828
0.288	0.684	0.560	0.828
0.288	0.616	0.561	0.828
0.287	0.593	0.562	0.826
0.289	0.535	0.562	0.999
0.290	0.515	0.563	0.828
0.287	0.476	0.561	0.999
0.288	0.520	0.561	0.999
0.289	0.603	0.563	0.829
0.287	0.584	0.562	0.999
0.288	0.533	0.561	0.999
0.290	0.510	0.561	0.830
0.289	0.472	0.561	0.829
0.288	0.469	0.562	0.830
0.288	0.471	0.561	0.829
0.289	0.484	0.562	0.999
0.289	0.488	0.562	0.999
0.290	0.476	0.562	0.830
0.287	0.470	0.561	0.999
0.288	0.453	0.561	0.831
0.287	0.428	0.561	0.831
0.288	0.457	0.562	0.831
0.288	0.469	0.561	0.831
0.289	0.454	0.559	0.999
0.288	0.428	0.558	0.831
0.288	0.428	0.561	0.999
0.287	0.427	0.561	0.999
0.290	0.458	0.560	0.999
0.287	0.472	0.561	0.999
0.288	0.456	0.557	0.999
0.288	0.427	0.557	0.832
0.288	0.427	0.560	0.830
0.288	0.592	0.562	0.999
0.289	0.587	0.562	0.832
0.289	0.785	0.559	0.999
0.289	0.776	0.558	0.999
0.286	0.707	0.558	0.821
0.287	0.292	0.562	0.999
0.288	0.379	0.558	0.999
0.289	0.597	0.557	0.999
0.285	0.597	0.559	0.999
0.286	0.599	0.558	0.999
0.288	0.579	0.559	0.999
0.288	0.520	0.561	0.999
0.289	0.496	0.561	0.999
0.287	0.453	0.561	0.999
0.288	0.445	0.561	0.999
0.289	0.446	0.562	0.999
0.289	0.446	0.560	0.999
0.288	0.445	0.558	0.834
0.288	0.444	0.559	0.999
0.289	0.446	0.561	0.999
0.289	0.446	0.560	0.999
0.289	0.444	0.561	0.835
0.288	0.444	0.562	0.999
0.288	0.445	0.561	0.999
0.288	0.473	0.560	0.999
0.289	0.657	0.562	0.999
0.290	0.658	0.562	0.836
0.288	0.843	0.562	0.836
0.288	0.857	0.562	0.837
0.288	0.900	0.561	0.999
0.288	0.908	0.330	0.999
0.288	0.835	0.320	0.834
0.288	0.818	0.442	0.999
0.288	0.742	0.561	0.999
0.288	0.731	0.321	0.999
0.288	0.894	0.312	0.999
0.287	0.909	0.308	0.999
0.286	0.841	0.307	0.999
0.286	0.828	0.412	0.838
0.288	0.916	0.559	0.838
0.288	0.898	0.561	0.838
0.288	0.820	0.561	0.999
0.287	0.787	0.254	0.999
0.289	0.795	0.246	0.999
0.289	0.811	0.222	0.999
0.288	0.919	0.221	0.839
0.288	0.926	0.217	0.840
0.289	0.929	0.218	0.838
0.289	0.928	0.212	0.839
0.288	0.929	0.213	0.839
0.288	0.929	0.216	0.839
0.288	0.930	0.214	0.840
0.288	0.929	0.213	0.999
0.288	0.931	0.214	0.999
0.287	0.929	0.209	0.999
0.289	0.931	0.209	0.999
0.289	0.909	0.209	0.999
0.289	0.877	0.211	0.999
0.289	0.870	0.210	0.999
0.289	0.852	0.210	0.999
0.289	0.848	0.206	0.999
0.287	0.834	0.206	0.999
0.288	0.832	0.213	0.999
0.289	0.827	0.212	0.999
0.289	0.846	0.210	0.999
0.287	0.920	0.210	0.999
0.288	0.905	0.209	0.999
0.288	0.908	0.209	0.999
0.288	0.902	0.202	0.999
0.288	0.872	0.203	0.999
0.288	0.855	0.207	0.999
0.289	0.769	0.209	0.999
0.288	0.737	0.206	0.999
0.289	0.675	0.207	0.999
0.288	0.649	0.325	0.999
0.287	0.596	0.558	0.999
0.286	0.571	0.230	0.931
0.288	0.522	0.222	0.999
0.288	0.503	0.349	0.999
0.290	0.476	0.558	0.999
0.289	0.475	0.559	0.999
0.289	0.476	0.561	0.999
0.289	0.463	0.562	0.999
0.288	0.453	0.562	0.999
0.288	0.471	0.563	0.999
0.289	0.474	0.562	0.999
0.288	0.473	0.563	0.999
0.288	0.475	0.564	0.934
0.288	0.474	0.562	0.999
0.288	0.474	0.562	0.999
0.289	0.218	0.562	0.999
0.288	0.210	0.562	0.999
0.288	0.198	0.564	0.999
0.289	0.199	0.564	0.999
0.289	0.198	0.561	0.999
0.288	0.199	0.562	0.999
0.288	0.198	0.563	0.999
0.288	0.198	0.562	0.932
0.288	0.199	0.561	0.999
0.288	0.199	0.559	0.999
0.288	0.194	0.561	0.999
0.289	0.195	0.562	0.936
0.288	0.198	0.562	0.999
0.289	0.197	0.563	0.934
0.289	0.197	0.563	0.999
0.289	0.198	0.563	0.999
0.289	0.195	0.559	0.999
0.289	0.194	0.558	0.935
0.288	0.194	0.562	0.999
0.289	0.195	0.563	0.999
0.289	0.198	0.562	0.936
0.288	0.198	0.562	0.934
0.288	0.208	0.563	0.999
0.288	0.208	0.563	0.933
0.288	0.201	0.559	0.999
0.287	0.201	0.559	0.999
0.287	0.202	0.558	0.936
0.289	0.203	0.558	0.935
0.289	0.207	0.557	0.999
0.288	0.209	0.558	0.999
0.288	0.208	0.562	0.937
0.288	0.209	0.563	0.999
0.288	0.211	0.561	0.999
0.289	0.212	0.559	0.937
0.288	0.213	0.562	0.999
0.290	0.213	0.563	0.937
0.290	0.389	0.563	0.937
0.289	0.433	0.562	0.999
0.289	0.462	0.562	0.999
0.289	0.470	0.562	0.999
0.288	0.469	0.563	0.999
0.290	0.471	0.563	0.999
0.290	0.469	0.563	0.937
0.288	0.469	0.563	0.937
0.288	0.469	0.562	0.999
0.288	0.471	0.562	0.999
0.288	0.471	0.562	0.999
0.290	0.473	0.562	0.999
0.291	0.475	0.563	0.999
0.288	0.459	0.562	0.999
0.288	0.449	0.564	0.938
0.288	0.448	0.564	0.939
0.288	0.449	0.563	0.939
0.289	0.469	0.563	0.939
0.289	0.473	0.562	0.999
0.289	0.460	0.562	0.940
0.213	0.446	0.562	0.999
0.212	0.466	0.562	0.940
0.286	0.471	0.563	0.943
0.288	0.471	0.564	0.999
0.220	0.472	0.561	0.999
0.219	0.456	0.561	0.999
0.214	0.447	0.560	0.932
0.214	0.447	0.563	0.939
0.212	0.449	0.563	0.939
0.212	0.467	0.562	0.999
0.212	0.471	0.563	0.999
0.211	0.484	0.563	0.938
0.211	0.488	0.563	0.999
0.212	0.488	0.562	0.999
0.208	0.625	0.562	0.999
0.208	0.601	0.562	0.999
0.208	0.548	0.562	0.938
0.209	0.523	0.561	0.943
0.204	0.459	0.562	0.999
0.206	0.468	0.563	0.999
0.201	0.471	0.563	0.941
0.202	0.473	0.563	0.940
0.193	0.474	0.562	0.999
0.194	0.474	0.564	0.999
0.189	0.474	0.563	0.999
0.191	0.459	0.562	0.999
0.186	0.429	0.562	0.999
0.187	0.453	0.562	0.999
0.284	0.475	0.563	0.944
0.288	0.456	0.560	0.999
0.288	0.429	0.558	0.943
0.288	0.408	0.562	0.943
0.191	0.398	0.563	0.999
0.192	0.426	0.562	0.999
0.214	0.431	0.562	0.941
0.216	0.428	0.562	0.999
0.288	0.427	0.562	0.999
0.293	0.427	0.562	0.939
0.288	0.427	0.562	0.942
0.288	0.433	0.563	0.943
0.288	0.434	0.563	0.943
0.289	0.462	0.563	0.999
0.238	0.474	0.563	0.999
0.237	0.473	0.561	0.999
0.232	0.643	0.557	0.999
0.232	0.621	0.557	0.946
0.233	0.557	0.562	0.999
0.234	0.531	0.564	0.999
0.286	0.482	0.564	0.946
0.289	0.299	0.563	0.944
0.288	0.293	0.562	0.946
0.289	0.398	0.564	0.946
0.289	0.431	0.563	0.999
0.289	0.274	0.559	0.943
0.289	0.269	0.558	0.945
0.289	0.264	0.561	0.999
0.288	0.263	0.562	0.946
0.288	0.191	0.562	0.944
0.288	0.179	0.562	0.999
0.290	0.179	0.562	0.999
0.288	0.189	0.562	0.999
0.290	0.192	0.563	0.999
0.289	0.173	0.563	0.999
0.289	0.172	0.563	0.999
0.289	0.169	0.559	0.999
0.288	0.169	0.559	0.999
0.288	0.165	0.559	0.999
0.289	0.166	0.558	0.999
0.290	0.161	0.557	0.999
0.289	0.162	0.559	0.999
0.288	0.159	0.558	0.999
0.289	0.158	0.558	0.999
0.289	0.153	0.560	0.999
0.288	0.153	0.561	0.949
0.288	0.153	0.560	0.952
0.288	0.153	0.559	0.999
0.288	0.164	0.558	0.999
0.288	0.164	0.559	0.999
0.289	0.167	0.558	0.999
0.288	0.168	0.557	0.949
0.288	0.167	0.559	0.999
0.287	0.167	0.561	0.950
0.287	0.174	0.562	0.999
0.288	0.176	0.562	0.999
0.287	0.314	0.561	0.999
0.288	0.324	0.563	0.999
0.288	0.414	0.564	0.999
0.289	0.426	0.563	0.954
0.288	0.446	0.560	0.999
0.289	0.449	0.559	0.999
0.289	0.432	0.558	0.999
0.288	0.424	0.559	0.936
0.289	0.423	0.559	0.952
0.289	0.424	0.558	0.953
0.288	0.463	0.557	0.999
0.289	0.621	0.558	0.999
0.290	0.607	0.187	0.951
0.289	0.549	0.179	0.999
0.289	0.540	0.177	0.999
0.289	0.740	0.179	0.999
0.288	0.739	0.179	0.999
0.288	0.665	0.181	0.999
0.289	0.633	0.174	0.999
0.291	0.572	0.174	0.999
0.290	0.549	0.173	0.999
0.289	0.500	0.174	0.999
0.289	0.474	0.173	0.952
0.289	0.472	0.174	0.999
0.290	0.347	0.170	0.999
0.290	0.339	0.171	0.999
0.289	0.435	0.170	0.999
0.290	0.471	0.171	0.999
0.288	0.450	0.172	0.999
0.289	0.434	0.174	0.999
0.288	0.428	0.174	0.953
0.289	0.428	0.174	0.999
0.289	0.458	0.181	0.999
0.290	0.471	0.180	0.953
0.289	0.454	0.184	0.999
0.289	0.427	0.183	0.999
0.289	0.428	0.183	0.953
0.288	0.584	0.188	0.999
0.288	0.588	0.192	0.999
0.289	0.608	0.192	0.999
0.290	0.589	0.196	0.999
0.289	0.527	0.196	0.999
0.289	0.504	0.203	0.999
0.289	0.472	0.202	0.999
0.289	0.471	0.206	0.999
0.288	0.472	0.207	0.999
0.288	0.471	0.210	0.999
0.288	0.471	0.211	0.954
0.289	0.515	0.216	0.999
0.289	0.604	0.217	0.999
0.289	0.593	0.222	0.999
0.289	0.543	0.221	0.999
0.289	0.518	0.227	0.999
0.289	0.476	0.228	0.999
0.289	0.474	0.234	0.999
0.289	0.476	0.235	0.999
0.288	0.472	0.245	0.999
0.290	0.471	0.247	0.999
0.289	0.473	0.254	0.999
0.291	0.475	0.254	0.999
0.288	0.460	0.263	0.999
0.291	0.449	0.264	0.999
0.288	0.467	0.261	0.999
0.288	0.471	0.261	0.999
0.288	0.471	0.274	0.999
0.288	0.632	0.275	0.961
0.288	0.628	0.275	0.999
0.289	0.789	0.276	0.999
0.289	0.774	0.292	0.999
0.289	0.773	0.293	0.999
0.288	0.773	0.297	0.999
0.289	0.741	0.297	0.999
0.289	0.727	0.303	0.957
0.288	0.647	0.304	0.999
0.287	0.618	0.296	0.999
0.288	0.564	0.297	0.999
0.289	0.541	0.311	0.999
0.289	0.492	0.312	0.999
0.288	0.487	0.321	0.999
0.288	0.633	0.323	0.999
0.288	0.625	0.323	0.999
0.288	0.625	0.326	0.917
0.288	0.853	0.331	0.999
0.288	0.934	0.331	0.929
0.289	0.905	0.433	0.999
0.289	0.815	0.558	0.999
0.289	0.782	0.558	0.931
0.289	0.712	0.558	0.999
0.290	0.683	0.563	0.999
0.289	0.623	0.563	0.999
0.290	0.595	0.559	0.999
0.289	0.536	0.558	0.999
0.289	0.512	0.561	0.999
0.289	0.466	0.562	0.999
0.290	0.453	0.559	0.999
0.289	0.450	0.558	0.999
0.289	0.507	0.560	0.933
0.289	0.604	0.558	0.934
0.289	0.603	0.558	0.999
0.289	0.771	0.558	0.999
0.291	0.758	0.560	0.999
0.291	0.686	0.562	0.999
0.289	0.675	0.561	0.999
0.289	0.859	0.559	0.999
0.288	0.872	0.561	0.999
0.288	0.920	0.563	0.999
0.289	0.928	0.559	0.999
0.288	0.933	0.558	0.999
0.288	0.913	0.558	0.999
0.288	0.882	0.558	0.999
0.288	0.869	0.562	0.999
0.287	0.784	0.560	0.999
0.288	0.748	0.557	0.999
0.287	0.682	0.558	0.999
0.288	0.671	0.558	0.999
0.288	0.918	0.558	0.941
0.289	0.899	0.559	0.999
0.289	0.798	0.559	0.999
0.288	0.761	0.558	0.937
0.288	0.694	0.559	0.999
0.289	0.667	0.558	0.999
0.288	0.605	0.558	0.941
0.290	0.577	0.559	0.999
0.289	0.528	0.559	0.999
0.289	0.504	0.558	0.999
0.288	0.455	0.558	0.999
0.290	0.496	0.558	0.999
0.289	0.569	0.558	0.999
0.289	0.551	0.558	0.999
0.289	0.496	0.558	0.999
0.289	0.469	0.561	0.939
0.288	0.428	0.562	0.999
0.289	0.452	0.562	0.999
0.289	0.471	0.562	0.999
0.289	0.452	0.561	0.999
0.289	0.411	0.562	0.999
0.290	0.441	0.561	0.999
0.289	0.448	0.562	0.999
0.288	0.446	0.561	0.999
0.289	0.446	0.562	0.999
0.289	0.445	0.562	0.999
0.288	0.446	0.562	0.999
0.290	0.449	0.564	0.999
0.290	0.449	0.563	0.999
0.289	0.444	0.562	0.999
0.288	0.445	0.562	0.999
0.289	0.444	0.562	0.940
0.290	0.445	0.562	0.999
0.289	0.446	0.561	0.999
0.289	0.443	0.561	0.999
0.288	0.428	0.560	0.999
0.287	0.425	0.559	0.999
0.288	0.431	0.558	0.945
0.288	0.431	0.558	0.999
0.289	0.423	0.558	0.999
0.288	0.424	0.559	0.999
0.289	0.424	0.557	0.944
0.289	0.427	0.559	0.999
0.289	0.428	0.558	0.999
0.285	0.428	0.558	0.999
0.286	0.424	0.558	0.999
0.286	0.424	0.559	0.999
0.287	0.423	0.563	0.943
0.290	0.423	0.563	0.999
0.289	0.409	0.564	0.999
0.284	0.399	0.563	0.999
0.285	0.435	0.559	0.999
0.288	0.448	0.558	0.999
0.289	0.449	0.558	0.999
0.284	0.449	0.558	0.999
0.285	0.449	0.560	0.413
0.285	0.449	0.562	0.851
0.288	0.449	0.561	0.999
0.288	0.648	0.562	0.856
0.288	0.628	0.562	0.999
0.290	0.578	0.562	0.999
0.285	0.554	0.562	0.999
0.286	0.504	0.563	0.999
0.289	0.496	0.561	0.999
0.289	0.673	0.559	0.999
0.288	0.668	0.560	0.999
0.288	0.853	0.563	0.999
0.288	0.869	0.566	0.999
0.288	0.898	0.566	0.999
0.288	0.885	0.560	0.999
0.287	0.796	0.556	0.999
0.287	0.748	0.558	0.999
0.289	0.657	0.562	0.999
0.288	0.625	0.562	0.860
0.290	0.571	0.562	0.999
0.288	0.564	0.563	0.999
0.288	0.749	0.563	0.999
0.288	0.766	0.560	0.999
0.289	0.898	0.559	0.999
0.288	0.909	0.558	0.858
0.289	0.931	0.558	0.860
0.289	0.899	0.558	0.999
0.289	0.806	0.558	0.999
0.288	0.771	0.557	0.999
0.289	0.703	0.558	0.999
0.289	0.678	0.558	0.999
0.289	0.625	0.559	0.999
0.289	0.617	0.559	0.999
0.289	0.798	0.558	0.999
0.289	0.789	0.558	0.999
0.288	0.724	0.558	0.863
0.288	0.696	0.561	0.999
0.288	0.633	0.563	0.999
0.288	0.603	0.562	0.999
0.290	0.536	0.562	0.999
0.288	0.513	0.562	0.999
0.289	0.469	0.562	0.999
0.289	0.451	0.564	0.999
0.289	0.446	0.564	0.999
0.289	0.445	0.562	0.999
0.288	0.446	0.563	0.999
0.288	0.430	0.562	0.864
0.289	0.417	0.563	0.999
0.288	0.441	0.564	0.999
0.289	0.446	0.563	0.999
0.289	0.445	0.562	0.999
0.288	0.446	0.562	0.999
0.288	0.446	0.562	0.999
0.289	0.444	0.560	0.999
0.288	0.443	0.559	0.999
0.287	0.444	0.559	0.867
0.287	0.444	0.558	0.999
0.288	0.446	0.558	0.867
0.289	0.446	0.562	0.999
0.288	0.621	0.562	0.999
0.288	0.612	0.561	0.999
0.289	0.805	0.559	0.999
0.288	0.821	0.562	0.999
0.289	0.917	0.563	0.999
0.288	0.928	0.561	0.999
0.288	0.932	0.558	0.999
0.288	0.930	0.560	0.999
0.290	0.933	0.558	0.999
0.290	0.898	0.560	0.868
0.288	0.816	0.563	0.999
0.288	0.779	0.563	0.999
0.290	0.696	0.563	0.999
0.290	0.687	0.561	0.999
0.288	0.887	0.563	0.999
0.288	0.877	0.561	0.999
0.289	0.789	0.558	0.999
0.290	0.778	0.562	0.999
0.290	0.919	0.563	0.999
0.289	0.889	0.561	0.999
0.289	0.809	0.563	0.860
0.289	0.766	0.561	0.999
0.288	0.698	0.563	0.999
0.288	0.673	0.562	0.999
0.288	0.616	0.563	0.999
0.288	0.592	0.561	0.999
0.289	0.541	0.564	0.999
0.289	0.521	0.562	0.999
0.289	0.521	0.562	0.999
0.288	0.444	0.562	0.863
0.288	0.444	0.561	0.999
0.289	0.442	0.562	0.999
0.289	0.440	0.561	0.999
0.288	0.440	0.559	0.999
0.288	0.435	0.563	0.873
0.289	0.434	0.564	0.875
0.289	0.418	0.561	0.999
0.289	0.398	0.562	0.999
0.285	0.398	0.561	0.999
0.286	0.398	0.562	0.999
0.289	0.458	0.562	0.999
0.289	0.499	0.562	0.999
0.289	0.484	0.562	0.999
0.289	0.446	0.563	0.999
0.290	0.442	0.563	0.999
0.289	0.442	0.561	0.999
0.289	0.464	0.562	0.999
0.289	0.468	0.562	0.999
0.290	0.454	0.561	0.999
0.290	0.423	0.562	0.999
0.289	0.407	0.564	0.999
0.290	0.399	0.564	0.999
0.290	0.421	0.560	0.873
0.289	0.423	0.559	0.999
0.288	0.408	0.558	0.999
0.289	0.399	0.559	0.999
0.289	0.429	0.561	0.999
0.289	0.439	0.563	0.999
0.289	0.439	0.559	0.999
0.288	0.601	0.558	0.999
0.284	0.573	0.558	0.999
0.285	0.522	0.558	0.999
0.289	0.514	0.559	0.999
0.289	0.652	0.558	0.878
0.288	0.641	0.558	0.999
0.288	0.867	0.558	0.999
0.288	0.882	0.560	0.999
0.289	0.914	0.562	0.879
0.289	0.917	0.562	0.999
0.288	0.834	0.563	0.999
0.287	0.823	0.561	0.999
0.288	0.910	0.560	0.999
0.288	0.888	0.559	0.999
0.288	0.799	0.562	0.999
0.288	0.766	0.560	0.999
0.289	0.766	0.559	0.999
0.289	0.763	0.560	0.999
0.289	0.746	0.563	0.999
0.288	0.732	0.559	0.999
0.289	0.669	0.559	0.999
0.289	0.641	0.561	0.999
0.289	0.587	0.563	0.999
0.288	0.562	0.563	0.999
0.288	0.506	0.563	0.999
0.288	0.489	0.559	0.999
0.289	0.472	0.558	0.999
0.288	0.458	0.559	0.999
0.289	0.443	0.559	0.882
0.288	0.443	0.559	0.999
0.289	0.442	0.558	0.999
0.289	0.444	0.558	0.999
0.289	0.445	0.558	0.999
0.289	0.445	0.558	0.999
0.288	0.446	0.558	0.883
0.288	0.443	0.558	0.999
0.288	0.442	0.558	0.999
0.288	0.445	0.558	0.999
0.290	0.444	0.559	0.883
0.288	0.443	0.559	0.999
0.288	0.442	0.558	0.999
0.288	0.442	0.558	0.999
0.289	0.442	0.558	0.999
0.289	0.442	0.562	0.999
0.289	0.442	0.563	0.999
0.289	0.427	0.562	0.999
0.289	0.413	0.562	0.999
0.290	0.441	0.562	0.999
0.289	0.446	0.563	0.885
0.289	0.445	0.367	0.999
0.288	0.446	0.357	0.999
0.288	0.431	0.347	0.999
0.288	0.423	0.347	0.999
0.286	0.408	0.347	0.999
0.289	0.399	0.348	0.999
0.289	0.399	0.346	0.999
0.288	0.398	0.345	0.999
0.288	0.397	0.344	0.999
0.288	0.398	0.346	0.999
0.288	0.398	0.352	0.999
0.289	0.398	0.353	0.999
0.289	0.399	0.348	0.999
0.289	0.399	0.349	0.999
0.290	0.401	0.351	0.999
0.288	0.398	0.352	0.999
0.288	0.398	0.349	0.999
0.289	0.398	0.349	0.999
0.289	0.398	0.354	0.999
0.290	0.398	0.356	0.999
0.289	0.433	0.350	0.999
0.289	0.441	0.350	0.999
0.289	0.426	0.352	0.999
0.288	0.406	0.352	0.999
0.289	0.403	0.349	0.999
0.290	0.402	0.349	0.999
0.289	0.402	0.348	0.999
0.288	0.402	0.348	0.999
0.288	0.404	0.354	0.999
0.288	0.406	0.356	0.999
0.289	0.407	0.357	0.999
0.288	0.469	0.356	0.999
0.290	0.469	0.352	0.999
0.288	0.599	0.352	0.999
0.289	0.590	0.341	0.999
0.284	0.787	0.341	0.999
0.286	0.786	0.341	0.999
0.289	0.720	0.341	0.999
0.289	0.712	0.358	0.999
0.289	0.880	0.361	0.891
0.289	0.869	0.359	0.999
0.289	0.794	0.359	0.999
0.289	0.758	0.337	0.999
0.289	0.686	0.338	0.999
0.288	0.654	0.337	0.999
0.288	0.597	0.338	0.999
0.288	0.587	0.337	0.999
0.288	0.785	0.337	0.888
0.289	0.777	0.340	0.999
0.290	0.712	0.341	0.999
0.288	0.704	0.341	0.893
0.288	0.893	0.341	0.999
0.288	0.909	0.348	0.999
0.288	0.931	0.349	0.999
0.288	0.929	0.466	0.999
0.288	0.933	0.558	0.999
0.288	0.907	0.560	0.999
0.288	0.811	0.562	0.999
0.290	0.770	0.563	0.999
0.289	0.708	0.563	0.999
0.289	0.681	0.564	0.999
0.289	0.614	0.563	0.999
0.289	0.590	0.560	0.999
0.289	0.519	0.559	0.999
0.289	0.494	0.558	0.999
0.288	0.452	0.558	0.999
0.291	0.443	0.557	0.999
0.289	0.442	0.558	0.999
0.288	0.431	0.562	0.999
0.288	0.429	0.563	0.999
0.288	0.443	0.562	0.999
0.288	0.445	0.562	0.999
0.288	0.445	0.564	0.999
0.288	0.445	0.563	0.999
0.288	0.448	0.562	0.999
0.288	0.449	0.563	0.999
0.288	0.446	0.558	0.999
0.287	0.444	0.556	0.999
0.288	0.444	0.559	0.897
0.288	0.446	0.561	0.999
